month;day;hour;district;qnt;weekday;season;workday;temperature;r_temperature;wind;humidity;dew_point;pressure
1;17;14;3;Very low;3;Winter;1;8;7;7;98;8;1017
1;17;14;4;Very low;3;Winter;1;8;7;7;98;8;1017
1;17;15;1;Very low;3;Winter;1;9;6;12;98;8;1016
1;17;15;2;Very low;3;Winter;1;9;6;12;98;8;1016
1;17;15;3;Very low;3;Winter;1;9;6;12;98;8;1016
1;17;15;4;Very low;3;Winter;1;9;6;12;98;8;1016
1;17;16;1;Very low;3;Winter;1;9;8;9;100;9;1015
1;17;16;2;Very low;3;Winter;1;9;8;9;100;9;1015
1;17;16;3;Very low;3;Winter;1;9;8;9;100;9;1015
1;17;16;4;Very low;3;Winter;1;9;8;9;100;9;1015
1;17;17;1;Low;3;Winter;1;10;9;9;94;9;1014
1;17;17;2;Very low;3;Winter;1;10;9;9;94;9;1014
1;17;17;3;Very low;3;Winter;1;10;9;9;94;9;1014
1;17;17;4;Very low;3;Winter;1;10;9;9;94;9;1014
1;17;18;1;Low;3;Winter;1;10;9;10;100;10;1014
1;17;18;2;Very low;3;Winter;1;10;9;10;100;10;1014
1;17;18;3;Very low;3;Winter;1;10;9;10;100;10;1014
1;17;18;4;Very low;3;Winter;1;10;9;10;100;10;1014
1;17;19;1;Low;3;Winter;1;10;10;3;97;10;1014
1;17;19;2;Very low;3;Winter;1;10;10;3;97;10;1014
1;17;19;3;Very low;3;Winter;1;10;10;3;97;10;1014
1;17;19;4;Very low;3;Winter;1;10;10;3;97;10;1014
1;17;20;1;Very low;3;Winter;1;10;9;3;100;10;1013
1;17;20;2;Very low;3;Winter;1;10;9;3;100;10;1013
1;17;20;3;Very low;3;Winter;1;10;9;3;100;10;1013
1;17;20;4;Very low;3;Winter;1;10;9;3;100;10;1013
1;17;21;1;Very low;3;Winter;1;11;11;7;100;11;1013
1;17;21;2;Very low;3;Winter;1;11;11;7;100;11;1013
1;17;21;3;Very low;3;Winter;1;11;11;7;100;11;1013
1;17;21;4;Very low;3;Winter;1;11;11;7;100;11;1013
1;17;22;1;Very low;3;Winter;1;8;7;7;100;8;1013
1;17;22;2;Very low;3;Winter;1;8;7;7;100;8;1013
1;17;22;3;Very low;3;Winter;1;8;7;7;100;8;1013
1;17;22;4;Very low;3;Winter;1;8;7;7;100;8;1013
1;17;23;1;Very low;3;Winter;1;8;7;9;100;8;1012
1;17;23;2;Very low;3;Winter;1;8;7;9;100;8;1012
1;17;23;3;Very low;3;Winter;1;8;7;9;100;8;1012
1;17;23;4;Very low;3;Winter;1;8;7;9;100;8;1012
1;18;0;1;Very low;4;Winter;1;8;6;9;100;8;1011
1;18;0;2;Very low;4;Winter;1;8;6;9;100;8;1011
1;18;0;3;Very low;4;Winter;1;8;6;9;100;8;1011
1;18;1;1;Very low;4;Winter;1;8;6;12;100;8;1011
1;18;1;3;Very low;4;Winter;1;8;6;12;100;8;1011
1;18;1;4;Very low;4;Winter;1;8;6;12;100;8;1011
1;18;2;1;Very low;4;Winter;1;8;6;10;100;8;1012
1;18;2;3;Very low;4;Winter;1;8;6;10;100;8;1012
1;18;3;1;Very low;4;Winter;1;8;7;8;100;8;1012
1;18;3;3;Very low;4;Winter;1;8;7;8;100;8;1012
1;18;3;4;Very low;4;Winter;1;8;7;8;100;8;1012
1;18;4;1;Very low;4;Winter;1;8;7;6;100;8;1012
1;18;4;4;Very low;4;Winter;1;8;7;6;100;8;1012
1;18;5;1;Very low;4;Winter;1;8;7;6;100;8;1012
1;18;5;2;Very low;4;Winter;1;8;7;6;100;8;1012
1;18;5;3;Very low;4;Winter;1;8;7;6;100;8;1012
1;18;5;4;Very low;4;Winter;1;8;7;6;100;8;1012
1;18;6;1;Very low;4;Winter;1;8;7;3;100;8;1012
1;18;6;2;Very low;4;Winter;1;8;7;3;100;8;1012
1;18;6;3;Very low;4;Winter;1;8;7;3;100;8;1012
1;18;6;4;Very low;4;Winter;1;8;7;3;100;8;1012
1;18;7;1;Low;4;Winter;1;8;7;5;100;8;1012
1;18;7;2;Very low;4;Winter;1;8;7;5;100;8;1012
1;18;7;3;Very low;4;Winter;1;8;7;5;100;8;1012
1;18;7;4;Very low;4;Winter;1;8;7;5;100;8;1012
1;18;8;1;Medium;4;Winter;1;10;10;18;85;7;1013
1;18;8;2;Very low;4;Winter;1;10;10;18;85;7;1013
1;18;8;3;Very low;4;Winter;1;10;10;18;85;7;1013
1;18;8;4;Very low;4;Winter;1;10;10;18;85;7;1013
1;18;9;1;Very low;4;Winter;1;11;11;22;75;7;1013
1;18;9;2;Very low;4;Winter;1;11;11;22;75;7;1013
1;18;9;3;Very low;4;Winter;1;11;11;22;75;7;1013
1;18;9;4;Very low;4;Winter;1;11;11;22;75;7;1013
1;18;10;1;Very low;4;Winter;1;13;13;20;66;7;1014
1;18;10;2;Very low;4;Winter;1;13;13;20;66;7;1014
1;18;10;3;Very low;4;Winter;1;13;13;20;66;7;1014
1;18;10;4;Very low;4;Winter;1;13;13;20;66;7;1014
1;18;11;1;Very low;4;Winter;1;15;15;27;57;6;1013
1;18;11;2;Very low;4;Winter;1;15;15;27;57;6;1013
1;18;11;3;Very low;4;Winter;1;15;15;27;57;6;1013
1;18;11;4;Very low;4;Winter;1;15;15;27;57;6;1013
1;18;12;1;Very low;4;Winter;1;16;16;29;50;5;1013
1;18;12;2;Very low;4;Winter;1;16;16;29;50;5;1013
1;18;12;3;Very low;4;Winter;1;16;16;29;50;5;1013
1;18;12;4;Very low;4;Winter;1;16;16;29;50;5;1013
1;18;13;1;Very low;4;Winter;1;15;15;29;50;4;1014
1;18;13;2;Very low;4;Winter;1;15;15;29;50;4;1014
1;18;13;3;Very low;4;Winter;1;15;15;29;50;4;1014
1;18;13;4;Very low;4;Winter;1;15;15;29;50;4;1014
1;18;14;1;Very low;4;Winter;1;15;15;29;49;4;1014
1;18;14;2;Very low;4;Winter;1;15;15;29;49;4;1014
1;18;14;3;Very low;4;Winter;1;15;15;29;49;4;1014
1;18;14;4;Very low;4;Winter;1;15;15;29;49;4;1014
1;18;15;1;Very low;4;Winter;1;14;14;24;48;3;1015
1;18;15;2;Very low;4;Winter;1;14;14;24;48;3;1015
1;18;15;3;Very low;4;Winter;1;14;14;24;48;3;1015
1;18;15;4;Very low;4;Winter;1;14;14;24;48;3;1015
1;18;16;1;Low;4;Winter;1;13;13;23;50;3;1016
1;18;16;2;Very low;4;Winter;1;13;13;23;50;3;1016
1;18;16;3;Very low;4;Winter;1;13;13;23;50;3;1016
1;18;16;4;Very low;4;Winter;1;13;13;23;50;3;1016
1;18;17;1;Medium;4;Winter;1;12;12;24;56;3;1017
1;18;17;2;Very low;4;Winter;1;12;12;24;56;3;1017
1;18;17;3;Very low;4;Winter;1;12;12;24;56;3;1017
1;18;17;4;Very low;4;Winter;1;12;12;24;56;3;1017
1;18;18;1;Low;4;Winter;1;10;9;24;58;2;1017
1;18;18;2;Very low;4;Winter;1;10;9;24;58;2;1017
1;18;18;3;Very low;4;Winter;1;10;9;24;58;2;1017
1;18;18;4;Very low;4;Winter;1;10;9;24;58;2;1017
1;18;19;1;Low;4;Winter;1;9;6;22;60;2;1018
1;18;19;2;Very low;4;Winter;1;9;6;22;60;2;1018
1;18;19;3;Very low;4;Winter;1;9;6;22;60;2;1018
1;18;19;4;Very low;4;Winter;1;9;6;22;60;2;1018
1;18;20;1;Very low;4;Winter;1;9;6;22;62;2;1018
1;18;20;2;Very low;4;Winter;1;9;6;22;62;2;1018
1;18;20;3;Very low;4;Winter;1;9;6;22;62;2;1018
1;18;20;4;Very low;4;Winter;1;9;6;22;62;2;1018
1;18;21;1;Very low;4;Winter;1;9;6;23;62;2;1018
1;18;21;2;Very low;4;Winter;1;9;6;23;62;2;1018
1;18;21;3;Very low;4;Winter;1;9;6;23;62;2;1018
1;18;21;4;Very low;4;Winter;1;9;6;23;62;2;1018
1;18;22;1;Very low;4;Winter;1;9;6;20;62;2;1018
1;18;22;2;Very low;4;Winter;1;9;6;20;62;2;1018
1;18;22;3;Very low;4;Winter;1;9;6;20;62;2;1018
1;18;22;4;Very low;4;Winter;1;9;6;20;62;2;1018
1;18;23;1;Very low;4;Winter;1;9;7;17;62;2;1018
1;18;23;2;Very low;4;Winter;1;9;7;17;62;2;1018
1;18;23;3;Very low;4;Winter;1;9;7;17;62;2;1018
1;18;23;4;Very low;4;Winter;1;9;7;17;62;2;1018
1;19;0;1;Very low;5;Winter;1;9;7;13;64;2;1018
1;19;0;2;Very low;5;Winter;1;9;7;13;64;2;1018
1;19;0;3;Very low;5;Winter;1;9;7;13;64;2;1018
1;19;0;4;Very low;5;Winter;1;9;7;13;64;2;1018
1;19;1;1;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;1;2;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;1;3;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;1;4;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;2;1;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;2;3;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;2;4;Very low;5;Winter;1;8;6;11;66;2;1018
1;19;4;1;Very low;5;Winter;1;6;3;15;76;2;1018
1;19;4;2;Very low;5;Winter;1;6;3;15;76;2;1018
1;19;5;1;Very low;5;Winter;1;6;3;14;76;2;1018
1;19;5;2;Very low;5;Winter;1;6;3;14;76;2;1018
1;19;5;3;Very low;5;Winter;1;6;3;14;76;2;1018
1;19;5;4;Very low;5;Winter;1;6;3;14;76;2;1018
1;19;6;1;Very low;5;Winter;1;8;5;10;72;3;1019
1;19;6;2;Very low;5;Winter;1;8;5;10;72;3;1019
1;19;6;3;Very low;5;Winter;1;8;5;10;72;3;1019
1;19;6;4;Very low;5;Winter;1;8;5;10;72;3;1019
1;19;7;1;Low;5;Winter;1;8;6;11;71;3;1019
1;19;7;2;Very low;5;Winter;1;8;6;11;71;3;1019
1;19;7;3;Very low;5;Winter;1;8;6;11;71;3;1019
1;19;7;4;Very low;5;Winter;1;8;6;11;71;3;1019
1;19;8;1;Low;5;Winter;1;9;6;15;68;3;1019
1;19;8;2;Very low;5;Winter;1;9;6;15;68;3;1019
1;19;8;3;Very low;5;Winter;1;9;6;15;68;3;1019
1;19;8;4;Very low;5;Winter;1;9;6;15;68;3;1019
1;19;9;1;Low;5;Winter;1;9;6;18;66;3;1019
1;19;9;2;Very low;5;Winter;1;9;6;18;66;3;1019
1;19;9;3;Very low;5;Winter;1;9;6;18;66;3;1019
1;19;9;4;Very low;5;Winter;1;9;6;18;66;3;1019
1;19;10;1;Very low;5;Winter;1;10;7;20;64;3;1019
1;19;10;2;Very low;5;Winter;1;10;7;20;64;3;1019
1;19;10;3;Very low;5;Winter;1;10;7;20;64;3;1019
1;19;10;4;Very low;5;Winter;1;10;7;20;64;3;1019
1;19;11;1;Very low;5;Winter;1;10;9;10;62;3;1018
1;19;11;2;Very low;5;Winter;1;10;9;10;62;3;1018
1;19;11;3;Very low;5;Winter;1;10;9;10;62;3;1018
1;19;11;4;Very low;5;Winter;1;10;9;10;62;3;1018
1;19;12;1;Low;5;Winter;1;11;11;8;59;3;1018
1;19;12;2;Very low;5;Winter;1;11;11;8;59;3;1018
1;19;12;3;Very low;5;Winter;1;11;11;8;59;3;1018
1;19;12;4;Very low;5;Winter;1;11;11;8;59;3;1018
1;19;13;1;Very low;5;Winter;1;11;11;9;58;3;1017
1;19;13;2;Very low;5;Winter;1;11;11;9;58;3;1017
1;19;13;3;Very low;5;Winter;1;11;11;9;58;3;1017
1;19;13;4;Very low;5;Winter;1;11;11;9;58;3;1017
1;19;14;1;Low;5;Winter;1;11;11;9;58;3;1016
1;19;14;2;Very low;5;Winter;1;11;11;9;58;3;1016
1;19;14;3;Very low;5;Winter;1;11;11;9;58;3;1016
1;19;14;4;Very low;5;Winter;1;11;11;9;58;3;1016
1;19;15;1;Low;5;Winter;1;11;11;8;58;3;1016
1;19;15;2;Very low;5;Winter;1;11;11;8;58;3;1016
1;19;15;3;Very low;5;Winter;1;11;11;8;58;3;1016
1;19;15;4;Very low;5;Winter;1;11;11;8;58;3;1016
1;19;16;1;Low;5;Winter;1;10;8;10;63;3;1016
1;19;16;2;Very low;5;Winter;1;10;8;10;63;3;1016
1;19;16;3;Very low;5;Winter;1;10;8;10;63;3;1016
1;19;16;4;Very low;5;Winter;1;10;8;10;63;3;1016
1;19;17;1;Medium;5;Winter;1;9;8;8;66;3;1016
1;19;17;2;Very low;5;Winter;1;9;8;8;66;3;1016
1;19;17;3;Very low;5;Winter;1;9;8;8;66;3;1016
1;19;17;4;Very low;5;Winter;1;9;8;8;66;3;1016
1;19;18;1;Medium;5;Winter;1;8;7;7;69;3;1016
1;19;18;2;Very low;5;Winter;1;8;7;7;69;3;1016
1;19;18;3;Very low;5;Winter;1;8;7;7;69;3;1016
1;19;18;4;Very low;5;Winter;1;8;7;7;69;3;1016
1;19;19;1;Low;5;Winter;1;7;6;8;77;4;1017
1;19;19;2;Very low;5;Winter;1;7;6;8;77;4;1017
1;19;19;3;Very low;5;Winter;1;7;6;8;77;4;1017
1;19;19;4;Very low;5;Winter;1;7;6;8;77;4;1017
1;19;20;1;Very low;5;Winter;1;6;5;7;85;4;1017
1;19;20;2;Very low;5;Winter;1;6;5;7;85;4;1017
1;19;20;3;Very low;5;Winter;1;6;5;7;85;4;1017
1;19;20;4;Very low;5;Winter;1;6;5;7;85;4;1017
1;19;21;1;Very low;5;Winter;1;6;6;2;83;3;1016
1;19;21;2;Very low;5;Winter;1;6;6;2;83;3;1016
1;19;21;3;Very low;5;Winter;1;6;6;2;83;3;1016
1;19;21;4;Very low;5;Winter;1;6;6;2;83;3;1016
1;19;22;1;Very low;5;Winter;1;5;5;0;88;4;1017
1;19;22;2;Very low;5;Winter;1;5;5;0;88;4;1017
1;19;22;3;Very low;5;Winter;1;5;5;0;88;4;1017
1;19;22;4;Very low;5;Winter;1;5;5;0;88;4;1017
1;19;23;1;Very low;5;Winter;1;4;4;4;93;3;1016
1;19;23;2;Very low;5;Winter;1;4;4;4;93;3;1016
1;19;23;3;Very low;5;Winter;1;4;4;4;93;3;1016
1;19;23;4;Very low;5;Winter;1;4;4;4;93;3;1016
1;20;0;1;Very low;6;Winter;0;4;4;3;93;3;1016
1;20;0;2;Very low;6;Winter;0;4;4;3;93;3;1016
1;20;0;3;Very low;6;Winter;0;4;4;3;93;3;1016
1;20;0;4;Very low;6;Winter;0;4;4;3;93;3;1016
1;20;1;1;Very low;6;Winter;0;4;4;0;93;3;1016
1;20;1;2;Very low;6;Winter;0;4;4;0;93;3;1016
1;20;1;3;Very low;6;Winter;0;4;4;0;93;3;1016
1;20;2;1;Very low;6;Winter;0;5;5;0;93;4;1016
1;20;2;3;Very low;6;Winter;0;5;5;0;93;4;1016
1;20;2;4;Very low;6;Winter;0;5;5;0;93;4;1016
1;20;3;1;Very low;6;Winter;0;4;3;4;93;3;1015
1;20;3;2;Very low;6;Winter;0;4;3;4;93;3;1015
1;20;3;3;Very low;6;Winter;0;4;3;4;93;3;1015
1;20;3;4;Very low;6;Winter;0;4;3;4;93;3;1015
1;20;4;1;Very low;6;Winter;0;4;2;8;93;3;1015
1;20;4;2;Very low;6;Winter;0;4;2;8;93;3;1015
1;20;4;3;Very low;6;Winter;0;4;2;8;93;3;1015
1;20;4;4;Very low;6;Winter;0;4;2;8;93;3;1015
1;20;5;1;Very low;6;Winter;0;4;3;7;93;3;1015
1;20;5;2;Very low;6;Winter;0;4;3;7;93;3;1015
1;20;5;3;Very low;6;Winter;0;4;3;7;93;3;1015
1;20;5;4;Very low;6;Winter;0;4;3;7;93;3;1015
1;20;6;1;Very low;6;Winter;0;5;5;1;88;3;1014
1;20;6;2;Very low;6;Winter;0;5;5;1;88;3;1014
1;20;6;3;Very low;6;Winter;0;5;5;1;88;3;1014
1;20;6;4;Very low;6;Winter;0;5;5;1;88;3;1014
1;20;7;1;Very low;6;Winter;0;6;6;0;83;3;1015
1;20;7;2;Very low;6;Winter;0;6;6;0;83;3;1015
1;20;7;3;Very low;6;Winter;0;6;6;0;83;3;1015
1;20;7;4;Very low;6;Winter;0;6;6;0;83;3;1015
1;20;8;1;Very low;6;Winter;0;6;6;0;81;3;1015
1;20;8;2;Very low;6;Winter;0;6;6;0;81;3;1015
1;20;8;3;Very low;6;Winter;0;6;6;0;81;3;1015
1;20;8;4;Very low;6;Winter;0;6;6;0;81;3;1015
1;20;9;1;Very low;6;Winter;0;7;7;0;81;4;1015
1;20;9;2;Very low;6;Winter;0;7;7;0;81;4;1015
1;20;9;3;Very low;6;Winter;0;7;7;0;81;4;1015
1;20;9;4;Very low;6;Winter;0;7;7;0;81;4;1015
1;20;10;1;Very low;6;Winter;0;8;8;0;77;4;1014
1;20;10;2;Very low;6;Winter;0;8;8;0;77;4;1014
1;20;10;3;Very low;6;Winter;0;8;8;0;77;4;1014
1;20;10;4;Very low;6;Winter;0;8;8;0;77;4;1014
1;20;11;1;Low;6;Winter;0;9;8;4;76;5;1013
1;20;11;2;Very low;6;Winter;0;9;8;4;76;5;1013
1;20;11;3;Very low;6;Winter;0;9;8;4;76;5;1013
1;20;11;4;Very low;6;Winter;0;9;8;4;76;5;1013
1;20;12;1;Very low;6;Winter;0;9;7;11;80;6;1012
1;20;12;2;Very low;6;Winter;0;9;7;11;80;6;1012
1;20;12;3;Very low;6;Winter;0;9;7;11;80;6;1012
1;20;12;4;Very low;6;Winter;0;9;7;11;80;6;1012
1;20;13;1;Low;6;Winter;0;8;5;15;88;6;1012
1;20;13;2;Very low;6;Winter;0;8;5;15;88;6;1012
1;20;13;3;Very low;6;Winter;0;8;5;15;88;6;1012
1;20;13;4;Very low;6;Winter;0;8;5;15;88;6;1012
1;20;14;1;Low;6;Winter;0;9;7;11;89;7;1011
1;20;14;2;Very low;6;Winter;0;9;7;11;89;7;1011
1;20;14;3;Very low;6;Winter;0;9;7;11;89;7;1011
1;20;14;4;Very low;6;Winter;0;9;7;11;89;7;1011
1;20;15;1;Very low;6;Winter;0;9;7;11;87;7;1011
1;20;15;2;Very low;6;Winter;0;9;7;11;87;7;1011
1;20;15;3;Very low;6;Winter;0;9;7;11;87;7;1011
1;20;15;4;Very low;6;Winter;0;9;7;11;87;7;1011
1;20;16;1;Low;6;Winter;0;9;8;9;87;7;1011
1;20;16;2;Very low;6;Winter;0;9;8;9;87;7;1011
1;20;16;3;Very low;6;Winter;0;9;8;9;87;7;1011
1;20;16;4;Very low;6;Winter;0;9;8;9;87;7;1011
1;20;17;1;Low;6;Winter;0;9;8;6;92;8;1012
1;20;17;2;Very low;6;Winter;0;9;8;6;92;8;1012
1;20;17;3;Very low;6;Winter;0;9;8;6;92;8;1012
1;20;17;4;Very low;6;Winter;0;9;8;6;92;8;1012
1;20;18;1;Very low;6;Winter;0;9;8;6;94;8;1012
1;20;18;2;Very low;6;Winter;0;9;8;6;94;8;1012
1;20;18;3;Very low;6;Winter;0;9;8;6;94;8;1012
1;20;18;4;Very low;6;Winter;0;9;8;6;94;8;1012
1;20;19;1;Very low;6;Winter;0;8;7;6;98;8;1012
1;20;19;2;Very low;6;Winter;0;8;7;6;98;8;1012
1;20;19;3;Very low;6;Winter;0;8;7;6;98;8;1012
1;20;19;4;Very low;6;Winter;0;8;7;6;98;8;1012
1;20;20;1;Very low;6;Winter;0;9;7;10;94;8;1013
1;20;20;2;Very low;6;Winter;0;9;7;10;94;8;1013
1;20;20;3;Very low;6;Winter;0;9;7;10;94;8;1013
1;20;20;4;Very low;6;Winter;0;9;7;10;94;8;1013
1;20;21;1;Very low;6;Winter;0;8;7;9;98;8;1013
1;20;21;2;Very low;6;Winter;0;8;7;9;98;8;1013
1;20;21;3;Very low;6;Winter;0;8;7;9;98;8;1013
1;20;21;4;Very low;6;Winter;0;8;7;9;98;8;1013
1;20;22;1;Very low;6;Winter;0;8;6;11;100;8;1013
1;20;22;2;Very low;6;Winter;0;8;6;11;100;8;1013
1;20;22;3;Very low;6;Winter;0;8;6;11;100;8;1013
1;20;22;4;Very low;6;Winter;0;8;6;11;100;8;1013
1;20;23;1;Very low;6;Winter;0;8;7;9;100;8;1013
1;20;23;2;Very low;6;Winter;0;8;7;9;100;8;1013
1;20;23;3;Very low;6;Winter;0;8;7;9;100;8;1013
1;20;23;4;Very low;6;Winter;0;8;7;9;100;8;1013
1;21;0;1;Very low;7;Winter;0;8;6;8;100;8;1012
1;21;0;2;Very low;7;Winter;0;8;6;8;100;8;1012
1;21;0;3;Very low;7;Winter;0;8;6;8;100;8;1012
1;21;0;4;Very low;7;Winter;0;8;6;8;100;8;1012
1;21;1;1;Very low;7;Winter;0;8;6;9;100;8;1013
1;21;1;2;Very low;7;Winter;0;8;6;9;100;8;1013
1;21;1;3;Very low;7;Winter;0;8;6;9;100;8;1013
1;21;1;4;Very low;7;Winter;0;8;6;9;100;8;1013
1;21;2;1;Very low;7;Winter;0;9;7;10;97;8;1013
1;21;2;2;Very low;7;Winter;0;9;7;10;97;8;1013
1;21;2;3;Very low;7;Winter;0;9;7;10;97;8;1013
1;21;3;1;Very low;7;Winter;0;9;8;10;98;9;1013
1;21;3;2;Very low;7;Winter;0;9;8;10;98;9;1013
1;21;4;1;Very low;7;Winter;0;9;8;7;96;8;1012
1;21;5;1;Very low;7;Winter;0;9;8;7;99;9;1013
1;21;5;2;Very low;7;Winter;0;9;8;7;99;9;1013
1;21;5;3;Very low;7;Winter;0;9;8;7;99;9;1013
1;21;6;1;Very low;7;Winter;0;9;8;6;100;9;1013
1;21;6;2;Very low;7;Winter;0;9;8;6;100;9;1013
1;21;6;3;Very low;7;Winter;0;9;8;6;100;9;1013
1;21;6;4;Very low;7;Winter;0;9;8;6;100;9;1013
1;21;7;1;Very low;7;Winter;0;9;8;7;95;8;1013
1;21;7;2;Very low;7;Winter;0;9;8;7;95;8;1013
1;21;7;3;Very low;7;Winter;0;9;8;7;95;8;1013
1;21;7;4;Very low;7;Winter;0;9;8;7;95;8;1013
1;21;8;1;Low;7;Winter;0;9;8;8;96;8;1012
1;21;8;2;Very low;7;Winter;0;9;8;8;96;8;1012
1;21;8;3;Very low;7;Winter;0;9;8;8;96;8;1012
1;21;8;4;Very low;7;Winter;0;9;8;8;96;8;1012
1;21;9;1;Medium;7;Winter;0;9;7;12;98;9;1013
1;21;9;2;Very low;7;Winter;0;9;7;12;98;9;1013
1;21;9;3;Very low;7;Winter;0;9;7;12;98;9;1013
1;21;9;4;Very low;7;Winter;0;9;7;12;98;9;1013
1;21;10;1;Low;7;Winter;0;9;7;12;100;9;1012
1;21;10;2;Very low;7;Winter;0;9;7;12;100;9;1012
1;21;10;3;Very low;7;Winter;0;9;7;12;100;9;1012
1;21;10;4;Very low;7;Winter;0;9;7;12;100;9;1012
1;21;11;1;Low;7;Winter;0;9;7;11;100;9;1012
1;21;11;2;Very low;7;Winter;0;9;7;11;100;9;1012
1;21;11;3;Very low;7;Winter;0;9;7;11;100;9;1012
1;21;11;4;Very low;7;Winter;0;9;7;11;100;9;1012
1;21;12;1;Low;7;Winter;0;9;8;10;100;9;1011
1;21;12;2;Very low;7;Winter;0;9;8;10;100;9;1011
1;21;12;3;Very low;7;Winter;0;9;8;10;100;9;1011
1;21;12;4;Very low;7;Winter;0;9;8;10;100;9;1011
1;21;13;1;Low;7;Winter;0;10;9;9;96;9;1010
1;21;13;2;Very low;7;Winter;0;10;9;9;96;9;1010
1;21;13;3;Very low;7;Winter;0;10;9;9;96;9;1010
1;21;13;4;Very low;7;Winter;0;10;9;9;96;9;1010
1;21;14;1;Low;7;Winter;0;9;8;9;98;9;1010
1;21;14;2;Very low;7;Winter;0;9;8;9;98;9;1010
1;21;14;3;Very low;7;Winter;0;9;8;9;98;9;1010
1;21;14;4;Very low;7;Winter;0;9;8;9;98;9;1010
1;21;15;1;Medium;7;Winter;0;9;7;10;100;9;1010
1;21;15;2;Very low;7;Winter;0;9;7;10;100;9;1010
1;21;15;3;Very low;7;Winter;0;9;7;10;100;9;1010
1;21;15;4;Very low;7;Winter;0;9;7;10;100;9;1010
1;21;16;1;Medium;7;Winter;0;10;9;9;96;9;1009
1;21;16;2;Very low;7;Winter;0;10;9;9;96;9;1009
1;21;16;3;Very low;7;Winter;0;10;9;9;96;9;1009
1;21;16;4;Very low;7;Winter;0;10;9;9;96;9;1009
1;21;17;1;Low;7;Winter;0;10;9;8;94;9;1009
1;21;17;2;Very low;7;Winter;0;10;9;8;94;9;1009
1;21;17;3;Very low;7;Winter;0;10;9;8;94;9;1009
1;21;17;4;Very low;7;Winter;0;10;9;8;94;9;1009
1;21;18;1;Very low;7;Winter;0;9;8;6;98;9;1009
1;21;18;2;Very low;7;Winter;0;9;8;6;98;9;1009
1;21;18;3;Very low;7;Winter;0;9;8;6;98;9;1009
1;21;18;4;Very low;7;Winter;0;9;8;6;98;9;1009
1;21;19;1;Very low;7;Winter;0;9;8;6;100;9;1009
1;21;19;2;Very low;7;Winter;0;9;8;6;100;9;1009
1;21;19;3;Very low;7;Winter;0;9;8;6;100;9;1009
1;21;19;4;Very low;7;Winter;0;9;8;6;100;9;1009
1;21;20;1;Very low;7;Winter;0;9;9;0;100;9;1009
1;21;20;2;Very low;7;Winter;0;9;9;0;100;9;1009
1;21;20;3;Very low;7;Winter;0;9;9;0;100;9;1009
1;21;20;4;Very low;7;Winter;0;9;9;0;100;9;1009
1;21;21;1;Very low;7;Winter;0;9;8;7;100;9;1009
1;21;21;2;Very low;7;Winter;0;9;8;7;100;9;1009
1;21;21;3;Very low;7;Winter;0;9;8;7;100;9;1009
1;21;21;4;Very low;7;Winter;0;9;8;7;100;9;1009
1;21;22;1;Very low;7;Winter;0;9;8;8;100;9;1008
1;21;22;2;Very low;7;Winter;0;9;8;8;100;9;1008
1;21;22;3;Very low;7;Winter;0;9;8;8;100;9;1008
1;21;22;4;Very low;7;Winter;0;9;8;8;100;9;1008
1;21;23;1;Very low;7;Winter;0;9;8;9;100;9;1008
1;21;23;2;Very low;7;Winter;0;9;8;9;100;9;1008
1;21;23;3;Very low;7;Winter;0;9;8;9;100;9;1008
1;21;23;4;Very low;7;Winter;0;9;8;9;100;9;1008
1;22;0;1;Very low;1;Winter;0;8;6;10;100;8;1007
1;22;0;2;Very low;1;Winter;0;8;6;10;100;8;1007
1;22;0;3;Very low;1;Winter;0;8;6;10;100;8;1007
1;22;0;4;Very low;1;Winter;0;8;6;10;100;8;1007
1;22;1;1;Very low;1;Winter;0;8;6;12;100;8;1006
1;22;1;2;Very low;1;Winter;0;8;6;12;100;8;1006
1;22;1;3;Very low;1;Winter;0;8;6;12;100;8;1006
1;22;1;4;Very low;1;Winter;0;8;6;12;100;8;1006
1;22;2;1;Very low;1;Winter;0;8;6;13;100;8;1006
1;22;2;2;Very low;1;Winter;0;8;6;13;100;8;1006
1;22;2;3;Very low;1;Winter;0;8;6;13;100;8;1006
1;22;3;1;Very low;1;Winter;0;8;6;9;100;8;1005
1;22;3;2;Very low;1;Winter;0;8;6;9;100;8;1005
1;22;4;1;Very low;1;Winter;0;8;6;9;100;8;1005
1;22;4;4;Very low;1;Winter;0;8;6;9;100;8;1005
1;22;5;1;Very low;1;Winter;0;8;7;10;100;8;1005
1;22;5;3;Very low;1;Winter;0;8;7;10;100;8;1005
1;22;6;1;Very low;1;Winter;0;8;6;13;100;8;1005
1;22;6;3;Very low;1;Winter;0;8;6;13;100;8;1005
1;22;6;4;Very low;1;Winter;0;8;6;13;100;8;1005
1;22;7;1;Very low;1;Winter;0;8;6;11;98;8;1005
1;22;7;2;Very low;1;Winter;0;8;6;11;98;8;1005
1;22;7;3;Very low;1;Winter;0;8;6;11;98;8;1005
1;22;7;4;Very low;1;Winter;0;8;6;11;98;8;1005
