month;weekday;day;hour;season;workday;temperature;r_temperature;wind;humidity;dew_point;pressure;qtd
2;2;27;11;Winter;1;11;10;18;40;-3;1030;260
2;2;27;12;Winter;1;11;11;19;31;-5;1029;358
2;2;27;13;Winter;1;12;12;19;36;-3;1028;336
2;2;27;14;Winter;1;12;12;13;35;-3;1029;295
2;2;27;15;Winter;1;13;13;7;35;-3;1029;436
2;2;27;16;Winter;1;12;12;11;43;0;1029;612
2;2;27;17;Winter;1;12;12;12;41;-1;1029;1132
2;2;27;18;Winter;1;12;12;12;43;0;1029;891
2;2;27;19;Winter;1;11;11;12;51;2;1028;551
2;2;27;20;Winter;1;11;11;13;56;3;1029;310
2;2;27;21;Winter;1;11;11;11;56;2;1029;250
2;2;27;22;Winter;1;10;10;9;56;2;1028;149
2;2;27;23;Winter;1;9;8;7;58;1;1028;68
2;3;28;0;Winter;1;10;10;3;54;1;1027;25
2;3;28;1;Winter;1;11;11;3;52;1;1027;9
2;3;28;2;Winter;1;10;10;2;56;2;1026;5
2;3;28;3;Winter;1;10;10;0;56;2;1026;2
2;3;28;4;Winter;1;9;9;0;62;2;1026;7
2;3;28;5;Winter;1;9;8;5;69;4;1026;84
2;3;28;6;Winter;1;8;6;8;71;3;1026;321
2;3;28;7;Winter;1;9;8;8;68;4;1026;888
2;3;28;8;Winter;1;11;11;3;65;5;1026;1275
2;3;28;9;Winter;1;13;13;6;63;6;1026;503
2;3;28;10;Winter;1;15;15;11;58;7;1025;280
2;3;28;11;Winter;1;17;17;14;56;8;1024;365
2;3;28;12;Winter;1;18;18;12;56;9;1023;449
2;3;28;13;Winter;1;19;19;11;54;9;1021;437
2;3;28;14;Winter;1;18;18;13;57;10;1020;411
2;3;28;15;Winter;1;17;17;14;65;11;1020;485
2;3;28;16;Winter;1;18;18;9;65;11;1020;734
2;3;28;17;Winter;1;18;18;7;66;12;1021;837
2;3;28;18;Winter;1;16;16;7;79;13;1020;220
2;3;28;19;Winter;1;14;14;8;92;13;1019;128
2;3;28;20;Winter;1;14;14;11;97;13;1019;105
2;3;28;21;Winter;1;14;14;12;100;14;1017;86
2;3;28;22;Winter;1;14;14;11;100;14;1017;110
2;3;28;23;Winter;1;14;14;10;95;13;1016;62
3;4;1;0;Winter;1;14;14;12;94;13;1015;27
3;4;1;1;Winter;1;14;14;13;94;13;1014;19
3;4;1;2;Winter;1;14;14;16;98;14;1013;11
3;4;1;3;Winter;1;14;14;14;100;14;1012;4
3;4;1;4;Winter;1;14;14;17;100;14;1011;8
3;4;1;5;Winter;1;14;14;20;100;14;1010;90
3;4;1;6;Winter;1;16;16;22;91;14;1009;318
3;4;1;7;Winter;1;16;16;26;88;14;1008;795
3;4;1;8;Winter;1;17;17;31;88;15;1008;1079
3;4;1;9;Winter;1;17;17;32;88;15;1007;406
3;4;1;10;Winter;1;20;20;31;79;16;1005;246
3;4;1;11;Winter;1;22;22;32;70;17;1004;339
3;4;1;12;Winter;1;24;24;39;58;15;1003;433
3;4;1;13;Winter;1;26;26;39;50;14;1002;323
3;4;1;14;Winter;1;22;22;28;59;13;1004;261
3;4;1;15;Winter;1;21;21;28;54;12;1002;349
3;4;1;16;Winter;1;21;21;35;54;11;1002;626
3;4;1;17;Winter;1;21;21;37;53;11;1001;1085
3;4;1;18;Winter;1;20;20;33;60;12;1002;971
3;4;1;19;Winter;1;18;18;32;66;12;1001;600
3;4;1;20;Winter;1;18;18;32;68;12;1002;425
3;4;1;21;Winter;1;17;17;28;71;12;1001;294
3;4;1;22;Winter;1;17;17;31;73;12;1001;188
3;4;1;23;Winter;1;17;17;26;76;13;1002;80
3;5;2;0;Winter;1;17;17;20;77;13;1002;43
3;5;2;1;Winter;1;17;17;20;66;10;1003;14
3;5;2;2;Winter;1;13;13;38;39;-1;1005;9
3;5;2;3;Winter;1;11;11;39;30;-6;1006;2
3;5;2;4;Winter;1;10;7;29;35;-5;1008;12
3;5;2;5;Winter;1;9;6;25;34;-6;1009;63
3;5;2;6;Winter;1;8;4;31;36;-6;1010;251
3;5;2;7;Winter;1;8;4;31;39;-5;1011;727
3;5;2;8;Winter;1;9;5;24;40;-4;1013;1070
3;5;2;9;Winter;1;9;5;27;40;-4;1014;464
3;5;2;10;Winter;1;8;3;41;40;-5;1016;209
3;5;2;11;Winter;1;9;4;39;38;-5;1016;280
3;5;2;12;Winter;1;10;6;36;34;-6;1016;327
3;5;2;13;Winter;1;11;9;26;32;-5;1016;333
3;5;2;14;Winter;1;10;8;29;32;-6;1016;292
3;5;2;15;Winter;1;10;6;33;31;-7;1017;386
3;5;2;16;Winter;1;10;7;27;30;-7;1018;552
3;5;2;17;Winter;1;9;5;29;31;-8;1019;1093
3;5;2;18;Winter;1;8;4;28;32;-8;1020;826
3;5;2;19;Winter;1;7;4;23;33;-8;1021;428
3;5;2;20;Winter;1;7;3;23;36;-7;1022;307
3;5;2;21;Winter;1;6;2;24;43;-6;1022;229
3;5;2;22;Winter;1;5;1;25;48;-5;1023;137
3;5;2;23;Winter;1;4;1;19;48;-6;1023;80
3;6;3;0;Winter;1;4;1;12;48;-6;1023;43
3;6;3;1;Winter;1;4;1;13;50;-6;1023;13
3;6;3;2;Winter;1;4;0;20;51;-5;1023;14
3;6;3;3;Winter;1;4;-1;26;48;-6;1022;1
3;6;3;4;Winter;1;2;-3;24;76;-2;1025;14
3;6;3;5;Winter;1;1;-4;20;76;-3;1025;64
3;6;3;6;Winter;1;2;-2;13;69;-3;1025;180
3;6;3;7;Winter;1;2;-2;13;61;-5;1026;468
3;6;3;8;Winter;1;3;-1;19;57;-4;1026;923
3;6;3;9;Winter;1;4;0;21;50;-6;1027;489
3;6;3;10;Winter;1;4;-1;22;43;-8;1027;254
3;6;3;11;Winter;1;6;1;27;37;-8;1027;286
3;6;3;12;Winter;1;6;1;32;36;-8;1027;335
3;6;3;13;Winter;1;6;0;40;28;-12;1027;307
3;6;3;14;Winter;1;6;1;34;22;-14;1027;276
3;6;3;15;Winter;1;6;1;31;22;-14;1028;339
3;6;3;16;Winter;1;5;0;28;26;-13;1029;533
3;6;3;17;Winter;1;4;-2;30;29;-12;1030;797
3;6;3;18;Winter;1;3;-3;31;36;-10;1031;587
3;6;3;19;Winter;1;2;-3;25;43;-9;1033;291
3;6;3;20;Winter;1;2;-3;21;44;-9;1033;189
3;6;3;21;Winter;1;1;-4;22;46;-9;1034;145
3;6;3;22;Winter;1;0;-6;25;44;-11;1034;124
3;6;3;23;Winter;1;-1;-6;20;43;-12;1034;69
3;7;4;0;Winter;0;-1;-6;19;43;-12;1035;52
3;7;4;1;Winter;0;-1;-6;19;43;-12;1035;36
3;7;4;2;Winter;0;-2;-6;13;46;-12;1035;21
3;7;4;3;Winter;0;-2;-5;9;44;-13;1035;9
3;7;4;4;Winter;0;-2;-4;6;43;-13;1035;3
3;7;4;5;Winter;0;-3;-5;7;50;-12;1036;8
3;7;4;6;Winter;0;-3;-7;9;54;-11;1036;16
3;7;4;7;Winter;0;-2;-6;10;49;-11;1036;63
3;7;4;8;Winter;0;0;-4;15;43;-11;1037;173
3;7;4;9;Winter;0;2;-3;20;35;-12;1036;276
3;7;4;10;Winter;0;3;-2;23;31;-13;1036;365
3;7;4;11;Winter;0;4;-1;21;29;-13;1036;442
3;7;4;12;Winter;0;5;0;29;27;-13;1035;459
3;7;4;13;Winter;0;6;1;29;25;-13;1034;487
3;7;4;14;Winter;0;6;1;30;24;-13;1033;461
3;7;4;15;Winter;0;6;1;32;23;-14;1033;472
3;7;4;16;Winter;0;6;2;28;22;-14;1033;498
3;7;4;17;Winter;0;5;1;24;24;-14;1034;426
3;7;4;18;Winter;0;3;-1;19;28;-13;1035;304
3;7;4;19;Winter;0;2;-2;20;33;-12;1035;202
3;7;4;20;Winter;0;2;-3;24;35;-12;1036;151
3;7;4;21;Winter;0;1;-4;24;35;-13;1036;114
3;7;4;22;Winter;0;1;-4;21;35;-13;1037;120
3;7;4;23;Winter;0;0;-5;23;36;-13;1037;125
3;1;5;0;Winter;0;-1;-7;24;37;-14;1038;58
3;1;5;1;Winter;0;-1;-7;24;37;-14;1038;43
3;1;5;2;Winter;0;-2;-8;24;39;-14;1038;29
3;1;5;3;Winter;0;-2;-8;22;41;-14;1038;15
3;1;5;4;Winter;0;-4;-10;19;40;-16;1039;4
3;1;5;5;Winter;0;-4;-10;20;39;-16;1039;7
3;1;5;6;Winter;0;-5;-12;22;39;-17;1040;10
3;1;5;7;Winter;0;-4;-11;20;35;-18;1040;65
3;1;5;8;Winter;0;-3;-8;12;28;-19;1041;118
3;1;5;9;Winter;0;-2;-6;8;26;-19;1041;198
3;1;5;10;Winter;0;-1;-4;7;25;-19;1040;314
3;1;5;11;Winter;0;0;-3;7;25;-18;1040;411
3;1;5;12;Winter;0;1;-1;6;22;-19;1039;461
3;1;5;13;Winter;0;2;0;7;20;-19;1037;496
3;1;5;14;Winter;0;3;0;8;19;-19;1036;551
3;1;5;15;Winter;0;4;2;7;17;-19;1035;520
3;1;5;16;Winter;0;4;3;6;17;-19;1035;475
3;1;5;17;Winter;0;3;1;8;20;-18;1034;377
3;1;5;18;Winter;0;3;0;10;22;-17;1035;307
3;1;5;19;Winter;0;2;-1;10;23;-17;1035;195
3;1;5;20;Winter;0;3;1;7;25;-16;1035;134
3;1;5;21;Winter;0;2;1;6;34;-12;1035;98
3;1;5;22;Winter;0;1;-1;8;40;-11;1034;77
3;1;5;23;Winter;0;1;-1;8;39;-12;1034;36
3;2;6;0;Winter;1;1;-1;8;38;-12;1034;17
3;2;6;1;Winter;1;1;-1;8;46;-10;1033;4
3;2;6;2;Winter;1;1;-1;7;52;-8;1033;2
3;2;6;3;Winter;1;1;-1;8;57;-7;1033;3
3;2;6;4;Winter;1;1;-1;7;68;-4;1033;11
3;2;6;5;Winter;1;1;-2;9;66;-5;1033;55
3;2;6;6;Winter;1;2;-2;15;61;-5;1033;229
3;2;6;7;Winter;1;2;-1;11;60;-5;1033;604
3;2;6;8;Winter;1;3;0;12;60;-4;1033;986
3;2;6;9;Winter;1;4;1;14;57;-4;1033;418
3;2;6;10;Winter;1;7;4;14;50;-3;1032;239
3;2;6;11;Winter;1;8;6;13;45;-3;1031;277
3;2;6;12;Winter;1;10;10;12;40;-3;1031;354
3;2;6;13;Winter;1;11;11;12;42;-2;1030;388
3;2;6;14;Winter;1;12;12;14;40;-2;1029;348
3;2;6;15;Winter;1;12;12;11;40;-1;1029;456
3;2;6;16;Winter;1;12;12;8;41;-1;1029;607
3;2;6;17;Winter;1;12;12;2;41;-1;1029;1216
3;2;6;18;Winter;1;11;10;6;53;1;1029;950
3;2;6;19;Winter;1;10;8;11;62;3;1029;574
3;2;6;20;Winter;1;9;7;11;64;3;1029;374
3;2;6;21;Winter;1;9;8;10;66;3;1028;225
3;2;6;22;Winter;1;9;8;8;66;3;1027;165
3;2;6;23;Winter;1;9;8;8;69;4;1027;81
3;3;7;0;Winter;1;9;8;8;73;4;1027;21
3;3;7;1;Winter;1;8;7;6;81;5;1026;8
3;3;7;2;Winter;1;9;8;3;76;4;1025;9
3;3;7;3;Winter;1;9;9;0;74;5;1025;3
3;3;7;4;Winter;1;9;9;0;76;5;1025;12
3;3;7;5;Winter;1;10;9;8;76;6;1025;72
3;3;7;6;Winter;1;11;11;13;73;7;1025;277
3;3;7;7;Winter;1;12;12;14;72;7;1025;777
3;3;7;8;Winter;1;12;12;16;72;7;1025;1164
3;3;7;9;Winter;1;13;13;19;70;8;1025;470
3;3;7;10;Winter;1;16;16;25;61;9;1023;300
3;3;7;11;Winter;1;19;19;38;53;9;1022;402
3;3;7;12;Winter;1;20;20;36;48;9;1021;447
3;3;7;13;Winter;1;21;21;38;46;9;1020;404
3;3;7;14;Winter;1;21;21;36;46;9;1020;354
3;3;7;15;Winter;1;21;21;30;46;9;1019;495
3;3;7;16;Winter;1;20;20;31;48;9;1019;695
3;3;7;17;Winter;1;19;19;17;56;10;1020;979
3;3;7;18;Winter;1;17;17;4;65;11;1020;613
3;3;7;19;Winter;1;15;15;5;83;12;1020;320
3;3;7;20;Winter;1;14;14;10;94;13;1020;167
3;3;7;21;Winter;1;13;13;9;98;13;1018;160
3;3;7;22;Winter;1;13;13;13;97;12;1017;152
3;3;7;23;Winter;1;13;13;18;88;12;1017;82
3;4;8;0;Winter;1;15;15;19;76;11;1015;30
3;4;8;1;Winter;1;17;17;21;73;12;1014;10
3;4;8;2;Winter;1;17;17;24;73;12;1014;10
3;4;8;3;Winter;1;17;17;26;73;12;1014;1
3;4;8;4;Winter;1;11;7;32;74;6;1018;6
3;4;8;5;Winter;1;11;10;17;64;4;1019;70
3;4;8;6;Winter;1;11;11;18;56;2;1020;260
3;4;8;7;Winter;1;11;11;15;51;1;1021;800
3;4;8;8;Winter;1;12;12;17;46;1;1021;1150
3;4;8;9;Winter;1;14;14;19;37;-1;1020;504
3;4;8;10;Winter;1;15;15;21;28;-4;1021;318
3;4;8;11;Winter;1;16;16;25;24;-5;1020;450
3;4;8;12;Winter;1;18;18;27;19;-6;1018;570
3;4;8;13;Winter;1;19;19;26;17;-7;1017;578
3;4;8;14;Winter;1;19;19;24;17;-7;1016;487
3;4;8;15;Winter;1;19;19;27;16;-8;1016;640
3;4;8;16;Winter;1;19;19;29;15;-8;1016;885
3;4;8;17;Winter;1;18;18;23;16;-8;1016;1365
3;4;8;18;Winter;1;17;17;16;18;-7;1016;1109
3;4;8;19;Winter;1;16;16;12;20;-7;1017;638
3;4;8;20;Winter;1;16;16;12;18;-8;1018;430
3;4;8;21;Winter;1;15;15;14;18;-9;1018;364
3;4;8;22;Winter;1;14;14;13;18;-10;1019;198
3;4;8;23;Winter;1;13;13;10;20;-9;1019;98
3;5;9;0;Winter;1;13;13;9;24;-8;1019;56
3;5;9;1;Winter;1;11;11;9;27;-7;1019;21
3;5;9;2;Winter;1;10;9;10;30;-7;1019;7
3;5;9;3;Winter;1;9;7;12;35;-5;1019;5
3;5;9;4;Winter;1;9;7;12;35;-6;1019;12
3;5;9;5;Winter;1;9;7;11;34;-6;1020;77
3;5;9;6;Winter;1;10;8;11;35;-5;1020;297
3;5;9;7;Winter;1;11;11;14;34;-4;1020;868
3;5;9;8;Winter;1;15;15;15;27;-5;1020;1289
3;5;9;9;Winter;1;17;17;19;21;-6;1020;604
3;5;9;10;Winter;1;19;19;20;18;-6;1019;391
3;5;9;11;Winter;1;20;20;20;17;-6;1018;484
3;5;9;12;Winter;1;22;21;19;15;-6;1017;594
3;5;9;13;Winter;1;22;21;20;14;-7;1016;657
3;5;9;14;Winter;1;23;22;21;13;-7;1015;640
3;5;9;15;Winter;1;23;22;23;13;-7;1015;747
3;5;9;16;Winter;1;22;21;23;14;-6;1014;978
3;5;9;17;Winter;1;21;21;18;14;-7;1014;1646
3;5;9;18;Winter;1;19;19;11;19;-5;1014;1206
3;5;9;19;Winter;1;17;17;7;32;0;1014;674
3;5;9;20;Winter;1;15;15;14;39;1;1014;454
3;5;9;21;Winter;1;16;16;12;33;-1;1013;352
3;5;9;22;Winter;1;14;14;11;38;0;1013;228
3;5;9;23;Winter;1;14;14;8;40;0;1012;119
3;6;10;0;Winter;1;14;14;10;41;0;1011;52
3;6;10;1;Winter;1;12;12;18;38;-2;1011;26
3;6;10;2;Winter;1;12;12;21;35;-3;1011;16
3;6;10;3;Winter;1;10;8;27;38;-3;1010;6
3;6;10;4;Winter;1;9;6;20;42;-3;1010;10
3;6;10;5;Winter;1;9;5;27;43;-3;1009;68
3;6;10;6;Winter;1;9;6;23;47;-2;1010;213
3;6;10;7;Winter;1;8;6;16;59;0;1010;625
3;6;10;8;Winter;1;8;5;20;62;1;1010;870
3;6;10;9;Winter;1;6;1;31;80;2;1011;151
3;6;10;10;Winter;1;3;-3;32;90;2;1013;66
3;6;10;11;Winter;1;3;-2;33;84;1;1013;137
3;6;10;12;Winter;1;5;0;30;71;0;1013;258
3;6;10;13;Winter;1;6;1;28;61;-2;1014;281
3;6;10;14;Winter;1;6;2;28;55;-2;1014;301
3;6;10;15;Winter;1;7;3;27;44;-5;1014;363
3;6;10;16;Winter;1;7;2;31;38;-7;1015;492
3;6;10;17;Winter;1;5;-1;36;39;-8;1016;856
3;6;10;18;Winter;1;4;-1;32;39;-9;1017;526
3;6;10;19;Winter;1;3;-2;28;43;-8;1018;246
3;6;10;20;Winter;1;2;-4;29;41;-10;1020;158
3;6;10;21;Winter;1;1;-4;23;40;-11;1021;119
3;6;10;22;Winter;1;0;-5;19;40;-12;1021;87
3;6;10;23;Winter;1;-1;-6;20;42;-12;1021;71
3;7;11;0;Winter;0;-1;-7;21;43;-12;1022;48
3;7;11;1;Winter;0;-2;-9;32;48;-11;1022;26
3;7;11;2;Winter;0;-2;-9;30;49;-12;1022;27
3;7;11;3;Winter;0;-2;-8;21;47;-12;1023;11
3;7;11;4;Winter;0;-2;-7;15;44;-13;1024;4
3;7;11;5;Winter;0;-3;-8;18;45;-13;1025;23
3;7;11;6;Winter;0;-3;-9;19;46;-13;1025;47
3;7;11;7;Winter;0;-2;-8;19;44;-13;1026;168
3;7;11;8;Winter;0;-1;-7;20;43;-12;1026;238
3;7;11;9;Winter;0;0;-6;21;41;-12;1026;312
3;7;11;10;Winter;0;1;-5;28;37;-13;1025;403
3;7;11;11;Winter;0;2;-3;26;30;-14;1025;455
3;7;11;12;Winter;0;3;-2;24;28;-14;1025;453
3;7;11;13;Winter;0;3;-3;28;25;-15;1024;425
3;7;11;14;Winter;0;4;0;21;22;-16;1024;376
3;7;11;15;Winter;0;4;0;25;22;-16;1024;434
3;7;11;16;Winter;0;3;-2;26;23;-16;1024;392
3;7;11;17;Winter;0;2;-3;23;24;-16;1025;426
3;7;11;18;Winter;0;1;-4;25;27;-15;1025;252
3;7;11;19;Winter;0;1;-4;21;29;-15;1026;200
3;7;11;20;Winter;0;0;-4;19;32;-14;1027;123
3;7;11;21;Winter;0;-1;-6;20;36;-14;1027;126
3;7;11;22;Winter;0;-1;-7;21;37;-14;1027;82
3;7;11;23;Winter;0;-1;-8;28;40;-13;1027;65
3;1;12;0;Winter;0;-1;-6;18;42;-12;1030;42
3;1;12;1;Winter;0;-1;-6;18;41;-13;1029;34
3;1;12;3;Winter;0;-2;-9;24;43;-13;1028;48
3;1;12;4;Winter;0;-2;-8;20;43;-13;1028;11
3;1;12;5;Winter;0;-2;-7;15;40;-14;1028;7
3;1;12;6;Winter;0;-3;-8;15;43;-14;1029;6
3;1;12;7;Winter;0;-3;-8;14;43;-14;1029;35
3;1;12;8;Winter;0;-2;-7;13;41;-14;1030;59
3;1;12;9;Winter;0;-1;-6;14;38;-14;1031;120
3;1;12;10;Winter;0;0;-4;11;37;-13;1030;239
3;1;12;11;Winter;0;1;-3;16;34;-13;1030;351
3;1;12;12;Winter;0;2;-2;13;32;-13;1029;438
3;1;12;13;Winter;0;3;0;17;31;-12;1028;401
3;1;12;14;Winter;0;5;1;21;31;-11;1027;507
3;1;12;15;Winter;0;5;2;18;29;-12;1027;484
3;1;12;16;Winter;0;6;2;20;27;-12;1026;459
3;1;12;17;Winter;0;5;1;23;27;-12;1026;469
3;1;12;18;Winter;0;4;0;23;29;-12;1027;361
3;1;12;19;Winter;0;3;-1;21;32;-12;1028;215
3;1;12;20;Winter;0;2;-3;22;34;-12;1029;132
3;1;12;21;Winter;0;2;-2;20;37;-11;1030;97
3;1;12;22;Winter;0;1;-3;16;38;-12;1030;66
3;1;12;23;Winter;0;1;-4;15;41;-12;1031;40
3;2;13;0;Winter;1;0;-4;14;44;-11;1031;27
3;2;13;1;Winter;1;0;-5;16;38;-13;1031;13
3;2;13;2;Winter;1;-1;-5;13;43;-12;1032;2
3;2;13;3;Winter;1;-1;-5;13;43;-12;1032;1
3;2;13;4;Winter;1;-1;-5;11;43;-12;1031;6
3;2;13;5;Winter;1;-1;-5;11;46;-11;1032;62
3;2;13;6;Winter;1;-2;-6;11;50;-11;1032;175
3;2;13;7;Winter;1;-2;-7;14;51;-11;1033;460
3;2;13;8;Winter;1;-1;-6;16;51;-10;1033;839
3;2;13;9;Winter;1;0;-5;18;51;-9;1033;432
3;2;13;10;Winter;1;2;-3;18;49;-8;1032;198
3;2;13;11;Winter;1;3;-1;13;46;-8;1031;198
3;2;13;12;Winter;1;3;0;10;45;-8;1030;285
3;2;13;13;Winter;1;4;1;13;41;-8;1029;288
3;2;13;14;Winter;1;6;4;14;38;-7;1027;314
3;2;13;15;Winter;1;8;5;18;37;-6;1025;403
3;2;13;16;Winter;1;7;3;21;40;-6;1025;580
3;2;13;17;Winter;1;5;1;21;46;-5;1024;909
3;2;13;18;Winter;1;3;-1;17;65;-3;1024;735
3;2;13;19;Winter;1;2;-2;13;84;-1;1024;282
3;2;13;20;Winter;1;2;-2;12;84;-1;1022;144
3;2;13;21;Winter;1;2;-3;16;89;0;1022;61
3;2;13;22;Winter;1;1;-5;25;90;-1;1021;40
3;2;13;23;Winter;1;-1;-7;21;95;-2;1020;16
3;3;14;0;Winter;1;-1;-7;22;93;-2;1017;3
3;3;14;1;Winter;1;-1;-8;29;93;-2;1016;4
3;3;14;2;Winter;1;0;-6;30;93;-1;1012;1
3;3;14;4;Winter;1;1;-6;37;87;-1;1009;1
3;3;14;5;Winter;1;1;-6;30;87;-1;1006;2
3;3;14;6;Winter;1;0;-7;39;87;-2;1003;6
3;3;14;7;Winter;1;-1;-8;40;91;-2;1002;16
3;3;14;8;Winter;1;0;-8;44;90;-1;1001;28
3;3;14;9;Winter;1;1;-6;38;87;-1;1001;50
3;3;14;10;Winter;1;2;-4;33;78;-2;1000;75
3;3;14;11;Winter;1;3;-3;34;75;-1;999;93
3;3;14;12;Winter;1;3;-3;33;75;-1;1000;71
3;3;14;13;Winter;1;3;-3;30;78;-1;1000;80
3;3;14;14;Winter;1;4;-2;32;69;-1;1000;67
3;3;14;15;Winter;1;4;-2;32;62;-3;1001;99
3;3;14;16;Winter;1;4;-2;38;61;-3;1002;141
3;3;14;17;Winter;1;3;-3;43;55;-5;1003;239
3;3;14;18;Winter;1;2;-4;41;52;-7;1004;252
3;3;14;19;Winter;1;1;-5;38;51;-8;1006;156
3;3;14;20;Winter;1;0;-7;35;53;-9;1007;82
3;3;14;21;Winter;1;-1;-9;39;50;-10;1008;59
3;3;14;22;Winter;1;-2;-9;37;47;-12;1010;40
3;3;14;23;Winter;1;-3;-10;29;49;-12;1010;18
3;4;15;0;Winter;1;-3;-9;22;47;-13;1010;8
3;4;15;1;Winter;1;-4;-11;27;46;-14;1010;3
3;4;15;2;Winter;1;-4;-12;29;46;-14;1010;3
3;4;15;4;Winter;1;-6;-13;24;54;-14;1010;3
3;4;15;5;Winter;1;-6;-13;19;54;-14;1011;29
3;4;15;6;Winter;1;-6;-12;18;54;-14;1011;118
3;4;15;7;Winter;1;-5;-12;27;48;-14;1011;246
3;4;15;8;Winter;1;-4;-11;26;46;-14;1012;434
3;4;15;9;Winter;1;-3;-10;27;44;-14;1012;250
3;4;15;10;Winter;1;-3;-11;33;45;-13;1012;121
3;4;15;11;Winter;1;-2;-10;40;44;-13;1012;89
3;4;15;12;Winter;1;-1;-9;42;43;-12;1012;105
3;4;15;13;Winter;1;-1;-8;37;43;-12;1012;105
3;4;15;14;Winter;1;-1;-8;32;45;-11;1012;77
3;4;15;15;Winter;1;-1;-8;32;47;-11;1012;117
3;4;15;16;Winter;1;0;-7;34;42;-12;1013;237
3;4;15;17;Winter;1;0;-7;39;40;-12;1014;474
3;4;15;18;Winter;1;1;-6;40;37;-13;1014;409
3;4;15;19;Winter;1;0;-7;35;36;-13;1015;219
3;4;15;20;Winter;1;0;-6;27;37;-13;1016;139
3;4;15;21;Winter;1;-1;-7;22;37;-14;1018;99
3;4;15;22;Winter;1;-1;-8;28;35;-15;1018;51
3;4;15;23;Winter;1;-1;-8;31;36;-14;1019;23
3;5;16;0;Winter;1;-2;-7;20;37;-15;1020;6
3;5;16;1;Winter;1;-2;-7;17;38;-15;1020;9
3;5;16;2;Winter;1;-2;-8;20;40;-14;1020;8
3;5;16;3;Winter;1;-2;-8;19;40;-14;1020;2
3;5;16;4;Winter;1;-3;-7;9;46;-13;1020;4
3;5;16;5;Winter;1;-3;-7;11;50;-12;1020;38
3;5;16;6;Winter;1;-3;-8;14;50;-12;1021;148
3;5;16;7;Winter;1;-3;-7;12;53;-11;1021;336
3;5;16;8;Winter;1;-2;-6;11;52;-10;1022;644
3;5;16;9;Winter;1;0;-5;19;51;-9;1022;314
3;5;16;10;Winter;1;1;-5;28;49;-9;1022;133
3;5;16;11;Winter;1;2;-4;29;45;-9;1022;116
3;5;16;12;Winter;1;3;-3;28;42;-9;1022;162
3;5;16;13;Winter;1;3;-1;23;41;-9;1022;176
3;5;16;14;Winter;1;4;-1;25;40;-9;1021;182
3;5;16;15;Winter;1;5;0;25;37;-9;1021;235
3;5;16;16;Winter;1;6;2;27;35;-9;1020;396
3;5;16;17;Winter;1;5;1;28;35;-9;1021;788
3;5;16;18;Winter;1;4;-1;26;38;-9;1021;624
3;5;16;19;Winter;1;4;0;20;39;-9;1022;332
3;5;16;20;Winter;1;3;0;13;40;-9;1023;200
3;5;16;21;Winter;1;3;0;12;41;-9;1023;169
3;5;16;22;Winter;1;3;0;12;41;-9;1023;111
3;5;16;23;Winter;1;3;1;6;42;-9;1024;46
3;6;17;0;Winter;1;2;1;5;44;-9;1024;27
3;6;17;1;Winter;1;1;-1;8;47;-9;1025;7
3;6;17;2;Winter;1;1;-1;6;48;-9;1025;6
3;6;17;3;Winter;1;1;-1;7;48;-9;1026;4
3;6;17;4;Winter;1;1;-1;7;50;-8;1027;9
3;6;17;5;Winter;1;-2;-4;6;66;-7;1027;50
3;6;17;6;Winter;1;-1;-3;6;66;-6;1028;147
3;6;17;7;Winter;1;1;-1;6;58;-7;1029;377
3;6;17;8;Winter;1;2;1;2;59;-6;1029;767
3;6;17;9;Winter;1;3;1;4;60;-4;1029;403
3;6;17;10;Winter;1;4;2;7;50;-5;1029;228
3;6;17;11;Winter;1;7;6;6;36;-7;1028;248
3;6;17;12;Winter;1;8;6;11;33;-7;1027;379
3;6;17;13;Winter;1;9;7;12;29;-8;1026;398
3;6;17;14;Winter;1;9;8;4;27;-9;1025;372
3;6;17;15;Winter;1;10;9;14;25;-9;1024;486
3;6;17;16;Winter;1;9;7;16;35;-6;1023;636
3;6;17;17;Winter;1;9;7;10;35;-6;1023;979
3;6;17;18;Winter;1;8;7;9;38;-5;1024;665
3;6;17;19;Winter;1;8;6;10;45;-3;1024;366
3;6;17;20;Winter;1;7;4;14;60;-1;1024;216
3;6;17;21;Winter;1;6;3;17;71;1;1024;169
3;6;17;22;Winter;1;5;2;13;77;2;1024;146
3;6;17;23;Winter;1;6;3;11;78;2;1023;122
3;7;18;0;Winter;0;5;2;16;83;2;1023;66
3;7;18;1;Winter;0;4;1;15;87;2;1022;38
3;7;18;2;Winter;0;4;2;9;87;2;1020;42
3;7;18;3;Winter;0;4;3;4;85;2;1020;17
3;7;18;4;Winter;0;5;5;2;81;2;1020;8
3;7;18;5;Winter;0;5;4;6;85;3;1019;7
3;7;18;6;Winter;0;5;4;6;87;3;1019;30
3;7;18;7;Winter;0;6;4;7;83;3;1019;70
3;7;18;8;Winter;0;6;5;6;85;4;1019;146
3;7;18;9;Winter;0;6;5;6;87;4;1019;260
3;7;18;10;Winter;0;7;6;7;79;4;1018;423
3;7;18;11;Winter;0;9;9;6;67;3;1017;567
3;7;18;12;Winter;0;11;11;2;59;4;1017;731
3;7;18;13;Winter;0;13;13;0;56;4;1016;863
3;7;18;14;Winter;0;14;14;6;55;5;1015;956
3;7;18;15;Winter;0;15;15;16;55;6;1014;1048
3;7;18;16;Winter;0;13;13;22;57;5;1014;1018
